,timestamp,coordinates,altitude,data_type,speed,motion,battery_level,battery_state,accuracy,wifi
339,2019-07-22T22:03:28Z,"4.361393758470226,52.01054962914206",0,Point,0,walking,0.949999988079071,unplugged,"200,10",VlinderGR
340,2019-07-22T22:03:29Z,"4.3613849740541974,52.01056481112199",0,Point,0,walking,0.949999988079071,unplugged,"200,10",VlinderGR
341,2019-07-22T22:03:31Z,"4.361368859068552,52.01057010473127",0,Point,0,walking,0.949999988079071,unplugged,"200,10",VlinderGR
342,2019-07-22T22:03:33Z,"4.361338472384088,52.010571954506574",0,Point,1,walking,0.949999988079071,unplugged,"200,10",VlinderGR
343,2019-07-22T22:03:34Z,"4.3613177044609985,52.01056447240172",0,Point,1,walking,0.949999988079071,unplugged,"200,10",VlinderGR
344,2019-07-22T22:03:35Z,"4.361296341101849,52.010549612662984",0,Point,1,walking,0.949999988079071,unplugged,"200,10",VlinderGR
345,2019-07-22T22:03:36Z,"4.361290633682498,52.01049858709053",0,Point,2,walking,0.949999988079071,unplugged,"50,3",VlinderGR
346,2019-07-22T22:03:37Z,"4.36130831949819,52.010474782485524",0,Point,2,walking,0.949999988079071,unplugged,"30,3",VlinderGR
347,2019-07-22T22:03:38Z,"4.361365819353947,52.01046581384913",0,Point,2,walking,0.949999988079071,unplugged,"30,3",VlinderGR
348,2019-07-22T22:03:39Z,"4.361405633394011,52.01047348329053",0,Point,1,walking,0.949999988079071,unplugged,"30,3",VlinderGR
349,2019-07-22T22:03:40Z,"4.361427091066131,52.0104726031907",0,Point,1,walking,0.949999988079071,unplugged,"30,3",VlinderGR
350,2019-07-22T22:03:42Z,"4.361393060539254,52.01046560430155",0,Point,1,walking,0.949999988079071,unplugged,"30,3",VlinderGR
351,2019-07-22T22:03:43Z,"4.361359784383663,52.0104665263109",0,Point,1,walking,0.949999988079071,unplugged,"30,3",VlinderGR
352,2019-07-22T22:03:44Z,"4.361319383610376,52.010475285399714",0,Point,1,stationary,0.949999988079071,unplugged,"30,3",VlinderGR
353,2019-07-22T22:03:45Z,"4.361301111061462,52.01048152991758",0,Point,0,stationary,0.949999988079071,unplugged,"10,3",VlinderGR
354,2019-07-22T22:03:49Z,"4.36129415408183,52.01050261040405",0,Point,0,walking,0.949999988079071,unplugged,"10,3",VlinderGR
355,2019-07-22T22:03:55Z,"4.361310666431078,52.010498964276174",0,Point,0,stationary,0.949999988079071,unplugged,"10,3",VlinderGR
356,2019-07-22T22:03:59Z,"4.361311001707205,52.01048907363043",0,Point,0,walking,0.949999988079071,unplugged,"10,3",VlinderGR
357,2019-07-22T22:04:01Z,"4.361291807148942,52.01048593041674",0,Point,0,walking,0.949999988079071,unplugged,"10,3",VlinderGR
358,2019-07-22T22:04:03Z,"4.3612710200290765,52.01048756488786",0,Point,0,stationary,0.949999988079071,unplugged,"10,3",VlinderGR
359,2019-07-22T22:04:05Z,"4.361272947866806,52.01047423766182",0,Point,1,,0.949999988079071,unplugged,"30,3",VlinderGR
360,2019-07-22T22:04:06Z,"4.361424576495179,52.01063869060204",0,Point,2,,0.949999988079071,unplugged,"30,3",VlinderGR
361,2019-07-22T22:04:07Z,"4.361354587603697,52.01064296537266",0,Point,2,,0.949999988079071,unplugged,"30,3",VlinderGR
362,2019-07-22T22:04:08Z,"4.361328268427738,52.010636553216735",0,Point,2,,0.949999988079071,unplugged,"30,4",VlinderGR
363,2019-07-22T22:04:09Z,"4.3613340519409265,52.010620962876835",0,Point,0,,0.949999988079071,unplugged,"30,4",VlinderGR
364,2019-07-22T22:04:10Z,"4.361311588440427,52.010619663681844",0,Point,1,,0.949999988079071,unplugged,"30,4",VlinderGR
365,2019-07-22T22:04:11Z,"4.361278479922899,52.01061920267717",0,Point,1,,0.949999988079071,unplugged,"30,4",VlinderGR
366,2019-07-22T22:04:12Z,"4.361247215424069,52.01061811302976",0,Point,1,,0.949999988079071,unplugged,"30,4",VlinderGR
367,2019-07-22T22:04:13Z,"4.3612286075990285,52.01061333534495",0,Point,1,,0.949999988079071,unplugged,"30,4",VlinderGR
368,2019-07-22T22:04:14Z,"4.361215448011049,52.0106073841937",0,Point,1,stationary,0.949999988079071,unplugged,"30,4",VlinderGR
369,2019-07-22T22:04:19Z,"4.361227937046775,52.01057922099904",0,Point,0,,0.949999988079071,unplugged,"30,4",VlinderGR
370,2019-07-22T22:04:24Z,"4.3612032942514505,52.010564720306554",0,Point,1,,0.949999988079071,unplugged,"50,4",VlinderGR
371,2019-07-22T22:04:25Z,"4.361185776073822,52.01056610332058",0,Point,1,,0.949999988079071,unplugged,"50,4",VlinderGR
372,2019-07-22T22:04:26Z,"4.36116465367783,52.01056970753894",0,Point,1,,0.949999988079071,unplugged,"50,4",VlinderGR
373,2019-07-22T22:04:27Z,"4.3611420225392665,52.01057335366682",0,Point,1,,0.949999988079071,unplugged,"50,4",VlinderGR
374,2019-07-22T22:04:28Z,"4.361119307581672,52.0105777960755",0,Point,1,,0.949999988079071,unplugged,"50,4",VlinderGR
375,2019-07-22T22:04:29Z,"4.361075218770989,52.010586261797705",0,Point,1,,0.949999988079071,unplugged,"50,4",VlinderGR
376,2019-07-22T22:04:30Z,"4.361031632874497,52.01059066229687",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
377,2019-07-22T22:04:31Z,"4.360992992300877,52.01059196149186",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
378,2019-07-22T22:04:32Z,"4.360957285393366,52.01059208722041",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
379,2019-07-22T22:04:33Z,"4.360930547122249,52.01058609415964",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
380,2019-07-22T22:04:34Z,"4.360908586535939,52.01057980773226",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
381,2019-07-22T22:04:35Z,"4.360885955397376,52.010570671457806",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
382,2019-07-22T22:04:36Z,"4.360863408077845,52.01056124181674",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
383,2019-07-22T22:04:37Z,"4.360842118043788,52.010549842428425",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
384,2019-07-22T22:04:39Z,"4.360821414742954,52.010547202128926",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
385,2019-07-22T22:04:40Z,"4.360857959840783,52.01053291098402",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
386,2019-07-22T22:04:41Z,"4.360418496657498,52.010583034764984",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
387,2019-07-22T22:04:42Z,"4.360387148339637,52.010591626215735",0,Point,3,,0.949999988079071,unplugged,"100,4",VlinderGR
388,2019-07-22T22:04:43Z,"4.360686382282861,52.010568450253466",0,Point,3,,0.949999988079071,unplugged,"100,4",VlinderGR
389,2019-07-22T22:04:44Z,"4.360627289865501,52.01056555849687",0,Point,2,,0.949999988079071,unplugged,"50,4",VlinderGR
390,2019-07-22T22:04:45Z,"4.360591666777022,52.01056396593527",0,Point,2,,0.949999988079071,unplugged,"100,4",VlinderGR
391,2019-07-22T22:04:46Z,"4.360566772524603,52.01056580995397",0,Point,2,,0.949999988079071,unplugged,"100,4",VlinderGR
392,2019-07-22T22:04:47Z,"4.3605557084124165,52.01057343748585",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
393,2019-07-22T22:04:48Z,"4.360545566309579,52.01058144220338",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
394,2019-07-22T22:04:49Z,"4.3605345021973925,52.01058944692091",0,Point,1,,0.949999988079071,unplugged,"100,4",VlinderGR
395,2019-07-22T22:04:51Z,"4.3605122693798,52.01059368402228",0,Point,1,,0.949999988079071,unplugged,"200,10",VlinderGR
396,2019-07-22T22:04:53Z,"4.360494410603329,52.010596021123014",0,Point,1,,0.949999988079071,unplugged,"200,10",VlinderGR
397,2019-07-22T22:04:55Z,"4.3604791694861165,52.010609514690586",0,Point,1,,0.949999988079071,unplugged,"200,10",VlinderGR
398,2019-07-22T22:04:57Z,"4.360462775327791,52.01061775515259",0,Point,1,,0.949999988079071,unplugged,"200,10",VlinderGR
399,2019-07-22T22:04:59Z,"4.3604404509382695,52.01061333146819",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
400,2019-07-22T22:05:00Z,"4.360429575281649,52.01060370013024",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
401,2019-07-22T22:05:01Z,"4.3604190451882445,52.01058900863719",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
402,2019-07-22T22:05:02Z,"4.360556465123035,52.01053642875232",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
403,2019-07-22T22:05:03Z,"4.3606580492123,52.01049493480106",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
404,2019-07-22T22:05:04Z,"4.3607299314463805,52.01046169425092",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
405,2019-07-22T22:05:05Z,"4.360782848967652,52.01043515886719",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
406,2019-07-22T22:05:06Z,"4.360824272993884,52.010413838678005",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
407,2019-07-22T22:05:07Z,"4.360849935410155,52.01039822984391",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
408,2019-07-22T22:05:08Z,"4.3608722751784414,52.01038320028103",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
409,2019-07-22T22:05:09Z,"4.3608914629158955,52.01036843637886",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
410,2019-07-22T22:05:10Z,"4.360908663735434,52.01036135700029",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
411,2019-07-22T22:05:13Z,"4.360925905078065,52.01035988218907",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
412,2019-07-22T22:05:16Z,"4.360941429439184,52.01036577030773",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
413,2019-07-22T22:05:18Z,"4.360957695146748,52.01037171076605",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
414,2019-07-22T22:05:20Z,"4.360973468588014,52.010377777641075",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
415,2019-07-22T22:05:21Z,"4.360984262674481,52.01038689711909",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
416,2019-07-22T22:05:22Z,"4.360999084537109,52.010399971349635",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
417,2019-07-22T22:05:23Z,"4.361009545655451,52.010416303182694",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
418,2019-07-22T22:05:24Z,"4.36101413502587,52.01043309606239",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
419,2019-07-22T22:05:25Z,"4.361013340826329,52.010449148080404",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
420,2019-07-22T22:05:26Z,"4.361008483810945,52.01046316074558",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
421,2019-07-22T22:05:27Z,"4.36100315873884,52.0104767236414",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
422,2019-07-22T22:05:28Z,"4.361000564828528,52.01049028224595",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
423,2019-07-22T22:05:30Z,"4.3610220289769215,52.010504537405225",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
424,2019-07-22T22:05:31Z,"4.361056030383933,52.01050774538976",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
425,2019-07-22T22:05:32Z,"4.361092610205375,52.01050685581934",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
426,2019-07-22T22:05:33Z,"4.361127014165158,52.010502359945164",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
427,2019-07-22T22:05:34Z,"4.361159475650543,52.01049519224228",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
428,2019-07-22T22:05:35Z,"4.361199116113902,52.01049043440422",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
429,2019-07-22T22:05:36Z,"4.361241470374743,52.01048994577047",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
430,2019-07-22T22:05:37Z,"4.361280101053303,52.01049847831204",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
431,2019-07-22T22:05:38Z,"4.3613141605251,52.010511940077784",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
432,2019-07-22T22:05:39Z,"4.361344279146631,52.010528164245706",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
433,2019-07-22T22:05:40Z,"4.361370277007388,52.01054323886407",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
434,2019-07-22T22:05:41Z,"4.3613931078812245,52.010557717838914",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
435,2019-07-22T22:05:42Z,"4.3614099254017225,52.01057630185555",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
436,2019-07-22T22:05:43Z,"4.361420883883346,52.01059653803431",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
437,2019-07-22T22:05:44Z,"4.361426588848284,52.01061652211054",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
438,2019-07-22T22:05:45Z,"4.361429528199788,52.01063677009797",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
439,2019-07-22T22:05:46Z,"4.3614337688191425,52.01065306275103",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
440,2019-07-22T22:05:47Z,"4.361442629792295,52.01067077832108",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
441,2019-07-22T22:05:48Z,"4.361455453303814,52.010688583165425",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
442,2019-07-22T22:05:49Z,"4.3614697922152805,52.01070512956425",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
443,2019-07-22T22:05:50Z,"4.361480985733538,52.0107155665177",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
444,2019-07-22T22:05:52Z,"4.361488934243276,52.010723150980844",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
445,2019-07-22T22:05:53Z,"4.361407244980339,52.010703897310975",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
446,2019-07-22T22:05:54Z,"4.361340799244312,52.01069008958068",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
447,2019-07-22T22:05:55Z,"4.361268880947282,52.01057636995812",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
448,2019-07-22T22:05:56Z,"4.36123830008013,52.01052168032785",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
449,2019-07-22T22:05:57Z,"4.361217067140922,52.010478444464134",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
450,2019-07-22T22:05:58Z,"4.361214960039052,52.01044000296409",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
451,2019-07-22T22:05:59Z,"4.361223707610486,52.010405936440236",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
452,2019-07-22T22:06:00Z,"4.36124006536816,52.010376881230876",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
453,2019-07-22T22:06:01Z,"4.361260083104587,52.010352011133094",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
454,2019-07-22T22:06:02Z,"4.361282290452957,52.01033045806726",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
455,2019-07-22T22:06:03Z,"4.361304882217806,52.01031177138585",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
456,2019-07-22T22:06:04Z,"4.361289972091474,52.01034456031906",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
457,2019-07-22T22:06:05Z,"4.361278978671143,52.01037296848186",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
458,2019-07-22T22:06:06Z,"4.361271295462798,52.01039512734809",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
459,2019-07-22T22:06:07Z,"4.361267171189593,52.01041251832031",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
460,2019-07-22T22:06:08Z,"4.361262049270999,52.0104253365968",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
461,2019-07-22T22:06:09Z,"4.361260147695376,52.010435225349376",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
462,2019-07-22T22:06:11Z,"4.3612626813783395,52.010445157079815",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
463,2019-07-22T22:06:12Z,"4.3612722416627205,52.01045622626251",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
464,2019-07-22T22:06:13Z,"4.361112532645091,52.010534418651424",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
465,2019-07-22T22:06:14Z,"4.361009121676795,52.010596341099536",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
466,2019-07-22T22:06:15Z,"4.3609436018806615,52.010643400232915",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
467,2019-07-22T22:06:16Z,"4.360901459168238,52.01067606826195",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
468,2019-07-22T22:06:17Z,"4.360874135846015,52.01070039299796",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
469,2019-07-22T22:06:18Z,"4.360856077904649,52.01071860275227",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
470,2019-07-22T22:06:19Z,"4.360847260917974,52.01073006331413",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
471,2019-07-22T22:06:20Z,"4.360843762202798,52.010740592122886",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
472,2019-07-22T22:06:21Z,"4.3608430145760195,52.01075037948817",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
473,2019-07-22T22:06:22Z,"4.360844801168335,52.01076039548831",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
474,2019-07-22T22:06:23Z,"4.360848299126006,52.01077044219248",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
475,2019-07-22T22:06:24Z,"4.360851708834871,52.0107803951035",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
476,2019-07-22T22:06:25Z,"4.360855367114857,52.01079217192291",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
477,2019-07-22T22:06:26Z,"4.360860122881489,52.01080629020908",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
478,2019-07-22T22:06:27Z,"4.360866565360997,52.010820907760895",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
479,2019-07-22T22:06:28Z,"4.360872881013167,52.01083460857043",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
480,2019-07-22T22:06:29Z,"4.360877548347038,52.010847663817515",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
481,2019-07-22T22:06:30Z,"4.360878815531006,52.01086208364436",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
482,2019-07-22T22:06:31Z,"4.360879932239444,52.01087630782198",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
483,2019-07-22T22:06:32Z,"4.360882379438475,52.01089055166385",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
484,2019-07-22T22:06:33Z,"4.360887157305307,52.010904585531556",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
485,2019-07-22T22:06:34Z,"4.360894942074938,52.010918261049056",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
486,2019-07-22T22:06:35Z,"4.36090543411402,52.01093125786201",0,Point,2,driving,0.949999988079071,unplugged,"200,10",VlinderGR
487,2019-07-22T22:06:36Z,"4.360945458261366,52.010936001886535",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
488,2019-07-22T22:06:37Z,"4.360989796612628,52.01093530907022",0,Point,1,"driving,stationary",0.949999988079071,unplugged,"200,10",VlinderGR
489,2019-07-22T22:06:38Z,"4.36106540025927,52.01091066767047",0,Point,0,"driving,stationary",0.949999988079071,unplugged,"200,10",VlinderGR
490,2019-07-22T22:06:39Z,"4.361120941806008,52.010888234976925",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
491,2019-07-22T22:06:40Z,"4.3611621013602795,52.01087288472244",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
492,2019-07-22T22:06:41Z,"4.361186398582081,52.01086312366109",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
493,2019-07-22T22:06:42Z,"4.361200546788003,52.010856896867864",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
494,2019-07-22T22:06:44Z,"4.361204309610702,52.01084208601038",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
495,2019-07-22T22:06:46Z,"4.361201008415151,52.01082640461208",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
496,2019-07-22T22:06:47Z,"4.361199801534752,52.01081032876088",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
497,2019-07-22T22:06:48Z,"4.361189292562704,52.01079069722096",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
498,2019-07-22T22:06:49Z,"4.361174412293147,52.01077043076896",0,Point,1,driving,0.949999988079071,unplugged,"200,10",VlinderGR
499,2019-07-22T22:06:50Z,"4.361158725305225,52.01075219766666",0,Point,0,driving,0.949999988079071,unplugged,"200,10",VlinderGR
